Location_name,year,ISO_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Warwickshire,2021,GB-WAR,-21.78904109589041,1.3726027397260274,35.14794520547945,-30.734246575342464,-29.2986301369863,10.032876712328767
West Berkshire,2021,GB-WBK,-26.328767123287673,-3.76986301369863,15.534246575342467,-15.936986301369863,-32.797260273972604,11.421917808219177
West Dunbartonshire Council,2021,GB-WDU,-19.852054794520548,1.5452054794520549,-56.0,-27.983561643835618,-29.068493150684933,10.3258785942492
West Lothian,2021,GB-WLN,-24.473972602739725,8.364383561643836,-3.74468085106383,-39.840255591054316,-30.923287671232877,10.04931506849315
West Midlands,2021,GB-BIR,-26.816438356164383,-2.095890410958904,12.904109589041095,-44.79178082191781,-31.19178082191781,8.90958904109589
West Midlands,2021,GB-COV,-25.912328767123288,-0.7095890410958904,14.652054794520549,-42.843835616438355,-37.778082191780825,8.991780821917809
West Midlands,2021,GB-DUD,-22.898630136986302,0.8301369863013699,6.526027397260274,-27.67945205479452,-29.624657534246577,8.638356164383561
West Midlands,2021,GB-SAW,-15.95890410958904,1.0986301369863014,11.479452054794521,-28.367123287671234,-26.904109589041095,7.76986301369863
West Midlands,2021,GB-SOL,-33.28219178082192,-2.780821917808219,31.016438356164382,-58.94794520547945,-27.731506849315068,10.96986301369863
West Midlands,2021,GB-WLL,-21.92054794520548,-1.9616438356164383,15.797260273972602,-33.413698630136984,-24.93972602739726,7.917808219178082
West Midlands,2021,GB-WLV,-24.572602739726026,-5.090410958904109,12.12054794520548,-33.320547945205476,-27.654794520547945,7.564383561643836
West Sussex,2021,GB-WSX,-23.660273972602738,0.8493150684931506,57.2,-57.038356164383565,-31.30958904109589,9.717808219178082
West Yorkshire,2021,GB-BRD,-21.816438356164383,-2.5452054794520547,41.4986301369863,-31.41917808219178,-29.339726027397262,8.24931506849315
West Yorkshire,2021,GB-CLD,-21.194520547945206,-0.043835616438356165,-8.180821917808219,-23.372602739726027,-26.221917808219178,9.068493150684931
West Yorkshire,2021,GB-KIR,-16.126027397260273,3.7945205479452055,54.26849315068493,-37.97534246575343,-23.887671232876713,8.767123287671232
West Yorkshire,2021,GB-LDS,-28.983561643835618,-2.2575342465753425,40.92876712328767,-43.843835616438355,-36.032876712328765,10.602739726027398
West Yorkshire,2021,GB-WKF,-23.956164383561642,5.402739726027397,21.76164383561644,-29.934246575342467,-26.0986301369863,8.09041095890411
Wiltshire,2021,GB-WIL,-17.742465753424657,-1.2876712328767124,35.71506849315068,-26.476712328767125,-30.0,9.273972602739725
Windsor and Maidenhead,2021,GB-WNM,-22.89041095890411,-4.432876712328767,4.879452054794521,-36.45205479452055,-39.76712328767123,12.449315068493151
Wokingham,2021,GB-WOK,-21.413698630136988,-8.167123287671233,47.55,-48.87123287671233,-40.534246575342465,13.610958904109589
Worcestershire,2021,GB-WOR,-19.471232876712328,-2.9123287671232876,35.81095890410959,-17.29041095890411,-29.38082191780822,8.69041095890411
Wrexham Principal Area,2021,GB-WRX,-26.375342465753423,-4.183561643835616,9.452941176470588,-26.312328767123287,-26.484931506849314,7.213698630136986
York,2021,GB-YOR,-19.876712328767123,4.186301369863013,33.570247933884296,-32.156164383561645,-37.8054794520548,10.438356164383562
Aberdeen City,2022,GB-ABE,-17.34027777777778,8.45138888888889,12.378472222222221,-23.395833333333332,-27.381944444444443,5.951388888888889
Aberdeenshire,2022,GB-ABD,1.9201388888888888,5.475694444444445,56.31944444444444,-34.513888888888886,-19.069444444444443,5.041666666666667
Angus Council,2022,GB-ANS,5.472222222222222,5.444444444444445,37.03973509933775,-22.239583333333332,-21.774305555555557,4.6882591093117405
Antrim and Newtownabbey,2022,GB-ANN,-2.4895833333333335,13.694444444444445,-18.82608695652174,3.125,-22.864583333333332,5.4375
Ards and North Down,2022,GB-AND,-7.260416666666667,21.791666666666668,33.923611111111114,-19.73170731707317,-23.239583333333332,5.628472222222222
Argyll and Bute Council,2022,GB-AGB,19.553571428571427,20.399305555555557,80.991341991342,39.9375,-16.145833333333332,4.337398373983739
"Armagh City, Banbridge and Craigavon",2022,GB-ABC,-1.2604166666666667,14.29513888888889,26.941176470588236,,-22.041666666666668,3.8020833333333335
Bath and North East Somerset,2022,GB-BAS,-12.614583333333334,-3.1006944444444446,36.95454545454545,-28.145833333333332,-26.70486111111111,5.871527777777778
Bedford,2022,GB-BDF,-13.57986111111111,-1.8472222222222223,9.092307692307692,-28.18402777777778,-20.118055555555557,5.555555555555555
Belfast,2022,GB-BFS,-17.79513888888889,8.177083333333334,30.899305555555557,-29.28125,-26.694444444444443,5.697916666666667
Blackburn with Darwen,2022,GB-BBD,-12.118055555555555,4.909722222222222,,-29.22222222222222,-19.73611111111111,3.5
Blackpool,2022,GB-BPL,8.145833333333334,12.822916666666666,72.6470588235294,-0.4027777777777778,-7.961805555555555,2.9166666666666665
Blaenau Gwent,2022,GB-BGW,-10.086805555555555,17.3125,,-34.58878504672897,-15.583333333333334,4.521951219512195
Borough of Halton,2022,GB-HAL,-10.14236111111111,0.7256944444444444,-0.3787878787878788,-35.35069444444444,-23.586805555555557,4.222222222222222
Bracknell Forest,2022,GB-BRC,-10.743055555555555,9.940972222222221,2.8433734939759034,-41.173611111111114,-28.854166666666668,6.601398601398602
Bridgend County Borough,2022,GB-BGE,2.0069444444444446,9.819444444444445,41.39772727272727,-36.236111111111114,-22.6875,4.784722222222222
Brighton and Hove,2022,GB-BNH,-10.40625,-3.8333333333333335,13.152777777777779,-27.743055555555557,-25.399305555555557,5.902777777777778
Bristol City,2022,GB-BST,-19.65972222222222,-6.184027777777778,24.67013888888889,-34.017361111111114,-29.163194444444443,6.211805555555555
Buckinghamshire,2022,GB-BKM,-11.42013888888889,-1.7222222222222223,12.815972222222221,-24.177083333333332,-23.53125,5.96875
Caerphilly County Borough,2022,GB-CAY,4.940972222222222,3.3090277777777777,22.4672131147541,-32.10069444444444,-22.506944444444443,4.5625
Cambridgeshire,2022,GB-CAM,-13.930555555555555,5.690972222222222,31.90972222222222,-20.84027777777778,-22.15972222222222,6.15625
Cardiff,2022,GB-CRF,-21.694444444444443,-6.059027777777778,12.041666666666666,-30.0625,-35.864583333333336,6.076388888888889
Carmarthenshire,2022,GB-CMN,-11.777777777777779,30.211805555555557,69.15053763440861,-39.50694444444444,-20.135416666666668,4.361111111111111
Causeway Coast and Glens,2022,GB-CCG,9.722222222222221,25.90972222222222,35.61165048543689,14.343859649122807,-16.51736111111111,3.4340277777777777
Central Bedfordshire,2022,GB-CBF,-5.302083333333333,8.64236111111111,32.96113074204947,-7.15625,-23.118055555555557,5.614583333333333
Ceredigion,2022,GB-CGN,17.732793522267208,29.315573770491802,60.87619047619047,-33.753768844221106,-29.614583333333332,4.882926829268293
Cheshire East,2022,GB-CHE,-6.246527777777778,4.059027777777778,26.26736111111111,-4.020833333333333,-24.26388888888889,5.305555555555555
Cheshire West and Chester,2022,GB-CHW,-7.75,4.815972222222222,23.79513888888889,-29.444444444444443,-23.836805555555557,4.934027777777778
Clackmannanshire,2022,GB-CLK,-7.245901639344262,8.222222222222221,,-46.370370370370374,-21.13888888888889,6.380487804878049
Conwy Principal Area,2022,GB-CWY,12.993055555555555,35.798611111111114,132.7695035460993,-9.277777777777779,-17.864583333333332,3.5277777777777777
Cornwall,2022,GB-CON,20.479166666666668,25.145833333333332,158.79861111111111,9.190972222222221,-20.90972222222222,3.111111111111111
County Durham,2022,GB-DUR,-4.427083333333333,7.708333333333333,53.885416666666664,-22.34375,-16.524305555555557,4.288194444444445
Cumbria,2022,GB-CMA,1.7604166666666667,19.15625,98.71875,13.041666666666666,-18.270833333333332,3.28125
Darlington,2022,GB-DAL,-7.347222222222222,4.413194444444445,-0.5833333333333334,-24.756944444444443,-22.336805555555557,4.013888888888889
Denbighshire,2022,GB-DEN,13.770833333333334,18.03472222222222,42.22222222222222,-15.13888888888889,-19.458333333333332,4.376518218623482
Derby,2022,GB-DER,-14.61111111111111,9.04861111111111,40.04205607476636,-29.805555555555557,-24.399305555555557,4.142361111111111
Derbyshire,2022,GB-DBY,-4.78125,7.097222222222222,59.833333333333336,-18.31597222222222,-23.555555555555557,4.447916666666667
Derry and Strabane,2022,GB-DRS,-2.1840277777777777,18.40277777777778,20.776859504132233,-27.020833333333332,-18.07986111111111,3.1180555555555554
Devon,2022,GB-DEV,0.059027777777777776,17.32986111111111,101.81944444444444,1.28125,-17.53472222222222,4.131944444444445
Dorset,2022,GB-DOR,-7.375,14.4375,119.02777777777777,-11.100694444444445,-22.708333333333332,4.190972222222222
Dumfries and Galloway,2022,GB-DGY,9.371527777777779,22.19097222222222,82.47569444444444,12.583333333333334,-16.65277777777778,3.0659722222222223
Dundee City Council,2022,GB-DND,-13.819444444444445,5.065972222222222,12.41326530612245,-12.96875,-23.475694444444443,4.270833333333333
East Ayrshire Council,2022,GB-EAY,-3.8958333333333335,12.916666666666666,,-23.25,-23.06597222222222,4.246527777777778
East Dunbartonshire Council,2022,GB-EDU,-3.048611111111111,13.677083333333334,,-32.395833333333336,-29.319444444444443,8.317972350230415
East Lothian Council,2022,GB-ELN,7.472222222222222,8.378472222222221,42.7027027027027,-9.135416666666666,-26.135416666666668,6.672064777327935
East Renfrewshire Council,2022,GB-ERW,-5.975694444444445,10.552083333333334,-23.6,-29.39676113360324,-30.604166666666668,8.907317073170733
East Riding of Yorkshire,2022,GB-ERY,7.666666666666667,12.458333333333334,122.37630662020906,-15.725694444444445,-17.42013888888889,3.798611111111111
East Sussex,2022,GB-ESX,-2.9340277777777777,13.895833333333334,56.49652777777778,-6.65625,-19.875,4.545138888888889
Edinburgh,2022,GB-EDH,-19.600694444444443,-0.15625,23.73611111111111,-21.729166666666668,-29.541666666666668,7.145833333333333
Essex,2022,GB-ESS,-6.107638888888889,3.59375,33.385416666666664,-18.77777777777778,-24.024305555555557,5.232638888888889
Falkirk,2022,GB-FAL,-5.784722222222222,-3.9097222222222223,44.70238095238095,-35.638888888888886,-25.1875,5.277777777777778
Fermanagh and Omagh,2022,GB-FMO,-1.5034722222222223,22.4375,7.6,-34.30555555555556,-14.8125,3.1417004048582995
Fife,2022,GB-FIF,-3.329861111111111,11.690972222222221,52.270833333333336,-29.416666666666668,-17.875,4.802083333333333
Flintshire,2022,GB-FLN,-7.444444444444445,2.1493055555555554,23.4468085106383,-46.93055555555556,-21.270833333333332,4.222222222222222
Glasgow City,2022,GB-GLG,-18.927083333333332,-2.642361111111111,4.652777777777778,-38.125,-25.819444444444443,5.868055555555555
Gloucestershire,2022,GB-GLS,-7.184027777777778,2.9375,49.19444444444444,-14.128472222222221,-26.22222222222222,5.149305555555555
Greater London,2022,GB-BDG,-16.895833333333332,-0.19791666666666666,55.64930555555556,-23.336805555555557,-31.54861111111111,3.7465277777777777
Greater London,2022,GB-BEN,-10.413194444444445,0.7916666666666666,47.25347222222222,-25.006944444444443,-28.12847222222222,4.524305555555555
Greater London,2022,GB-BEX,-21.145833333333332,-1.5868055555555556,31.32986111111111,-34.18402777777778,-30.29513888888889,6.076388888888889
Greater London,2022,GB-BNE,-18.114583333333332,-3.2708333333333335,25.333333333333332,-28.305555555555557,-30.34375,6.5
Greater London,2022,GB-BRY,-14.934027777777779,4.635416666666667,12.135416666666666,-32.00347222222222,-31.774305555555557,7.642361111111111
Greater London,2022,GB-CMD,-36.197916666666664,-14.684027777777779,0.65625,-17.180555555555557,-33.614583333333336,7.170138888888889
Greater London,2022,GB-CRY,-15.53125,2.84375,15.413194444444445,-30.822916666666668,-27.20138888888889,6.045138888888889
Greater London,2022,GB-EAL,-14.520833333333334,-0.9236111111111112,32.88194444444444,-28.975694444444443,-29.760416666666668,5.222222222222222
Greater London,2022,GB-ENF,-20.291666666666668,-8.350694444444445,18.333333333333332,-39.173611111111114,-29.82638888888889,5.09375
Greater London,2022,GB-GRE,-11.722222222222221,1.2534722222222223,3.4340277777777777,-17.71527777777778,-34.239583333333336,6.361111111111111
Greater London,2022,GB-HAV,-14.413194444444445,1.5520833333333333,13.159722222222221,-24.28472222222222,-25.010416666666668,5.489583333333333
Greater London,2022,GB-HCK,-28.29513888888889,-5.40625,14.409722222222221,-36.75347222222222,-32.93402777777778,6.173611111111111
Greater London,2022,GB-HIL,-13.364583333333334,-6.131944444444445,66.49305555555556,-16.38888888888889,-27.524305555555557,5.083333333333333
Greater London,2022,GB-HMF,-30.97222222222222,-12.010416666666666,12.215277777777779,-37.90972222222222,-39.03472222222222,6.840277777777778
Greater London,2022,GB-HNS,-10.809027777777779,4.381944444444445,22.28125,-18.99652777777778,-24.00347222222222,4.663194444444445
Greater London,2022,GB-HRW,-11.461805555555555,8.996527777777779,70.71527777777777,-16.916666666666668,-18.51736111111111,5.888888888888889
Greater London,2022,GB-HRY,-21.70138888888889,-11.565972222222221,3.5104166666666665,-30.15277777777778,-38.6875,5.451388888888889
Greater London,2022,GB-ISL,-39.50694444444444,-17.322916666666668,7.496527777777778,-64.55555555555556,-39.65277777777778,8.03125
Greater London,2022,GB-KEC,-29.479166666666668,-1.4340277777777777,-7.371527777777778,-37.14930555555556,-36.99652777777778,6.899305555555555
Greater London,2022,GB-KTT,-21.87152777777778,-8.479166666666666,72.8989898989899,-28.48611111111111,-29.100694444444443,7.208333333333333
Greater London,2022,GB-LBH,-28.63888888888889,-11.309027777777779,56.392361111111114,-32.25,-29.302083333333332,6.9375
Greater London,2022,GB-LEW,-7.21875,-0.13194444444444445,19.243055555555557,-27.34027777777778,-34.864583333333336,6.934027777777778
Greater London,2022,GB-LND,-48.111111111111114,-56.77777777777778,-38.59027777777778,-35.12152777777778,-37.858536585365854,
Greater London,2022,GB-MRT,-23.95486111111111,-8.85763888888889,-5.708333333333333,-30.28125,-31.618055555555557,6.604166666666667
Greater London,2022,GB-NWM,-17.96527777777778,-2.6006944444444446,171.0836236933798,-23.87152777777778,-22.73611111111111,4.1875
Greater London,2022,GB-RDB,-19.28472222222222,-3.8472222222222223,4.444444444444445,-32.71875,-36.39930555555556,5.4375
Greater London,2022,GB-RIC,-21.92013888888889,-1.7326388888888888,11.461805555555555,-34.125,-43.263888888888886,7.65625
Greater London,2022,GB-STN,-19.180555555555557,-3.5034722222222223,29.20486111111111,-40.56944444444444,-35.02777777777778,6.715277777777778
Greater London,2022,GB-SWK,-27.60763888888889,-10.315972222222221,0.020833333333333332,-31.038194444444443,-26.8125,6.40625
Greater London,2022,GB-TWH,-22.770833333333332,-7.972222222222222,-0.6180555555555556,-38.361111111111114,-34.638888888888886,6.958333333333333
Greater London,2022,GB-WFT,-9.760416666666666,-5.361111111111111,-2.8055555555555554,-33.701388888888886,-35.21527777777778,5.71875
Greater London,2022,GB-WND,-27.5625,-16.743055555555557,7.097222222222222,-27.649305555555557,-31.92013888888889,7.916666666666667
Greater London,2022,GB-WSM,-35.888888888888886,-11.26736111111111,-15.09375,-25.62152777777778,-35.364583333333336,6.545138888888889
Greater Manchester,2022,GB-BOL,-8.95138888888889,3.9305555555555554,17.38888888888889,-18.4375,-20.600694444444443,4.222222222222222
Greater Manchester,2022,GB-BUR,-6.329861111111111,3.517361111111111,28.395833333333332,-28.625,-27.51388888888889,5.239583333333333
Greater Manchester,2022,GB-MAN,-17.43402777777778,-4.607638888888889,-0.006944444444444444,-19.07986111111111,-26.62152777777778,4.774305555555555
Greater Manchester,2022,GB-OLD,-8.618055555555555,3.2152777777777777,44.010416666666664,-29.177083333333332,-24.427083333333332,3.59375
Greater Manchester,2022,GB-RCH,-3.767361111111111,3.798611111111111,40.19444444444444,-10.59375,-12.600694444444445,4.239583333333333
Greater Manchester,2022,GB-SKP,-9.270833333333334,1.4097222222222223,14.131944444444445,-38.3125,-29.569444444444443,5.920138888888889
Greater Manchester,2022,GB-SLF,-2.8993055555555554,2.4166666666666665,11.125,-33.50347222222222,-24.78125,5.152777777777778
Greater Manchester,2022,GB-TAM,-20.743055555555557,-2.5659722222222223,34.25,-23.586805555555557,-24.947916666666668,4.684027777777778
Greater Manchester,2022,GB-TRF,-8.722222222222221,-1.0625,-19.59375,-32.06944444444444,-32.81944444444444,6.576388888888889
Greater Manchester,2022,GB-WGN,-14.23611111111111,-1.8923611111111112,41.15972222222222,-24.93402777777778,-23.99652777777778,4.357638888888889
Gwynedd,2022,GB-GWN,23.25,28.77777777777778,122.71713147410358,9.430555555555555,-12.85763888888889,3.3867595818815333
Hampshire,2022,GB-HAM,-11.336805555555555,5.791666666666667,41.770833333333336,-15.10763888888889,-21.166666666666668,5.71875
Hartlepool,2022,GB-HPL,-15.458333333333334,6.472222222222222,,-22.625,-14.319444444444445,3.659919028340081
Herefordshire,2022,GB-HEF,-4.333333333333333,5.260416666666667,58.72569444444444,-29.208333333333332,-16.75347222222222,3.7847222222222223
Hertfordshire,2022,GB-HRT,-14.131944444444445,-0.1111111111111111,19.12152777777778,-25.45486111111111,-27.64236111111111,6.277777777777778
Highland Council,2022,GB-HLD,19.854166666666668,13.0625,159.89930555555554,7.204861111111111,-18.84722222222222,3.295138888888889
Inverclyde,2022,GB-IVC,-7.798611111111111,5.993055555555555,,-5.421052631578948,-25.149305555555557,6.509708737864078
Isle of Anglesey,2022,GB-AGY,14.793969849246231,23.316037735849058,58.96402877697842,-1.9201388888888888,-19.45486111111111,4.829268292682927
Isle of Wight,2022,GB-IOW,19.125,28.041666666666668,96.11510791366906,18.70486111111111,-8.302083333333334,2.8159722222222223
Kent,2022,GB-KEN,-6.142361111111111,7.84375,31.04513888888889,-18.32638888888889,-20.82638888888889,4.927083333333333
Kingston upon Hull,2022,GB-KHL,-15.26736111111111,0.625,12.010416666666666,-17.072916666666668,-15.385416666666666,2.9444444444444446
Lancashire,2022,GB-LAN,-7.704861111111111,4.815972222222222,60.822916666666664,-17.944444444444443,-20.40625,4.152777777777778
Leicester,2022,GB-LCE,-19.42013888888889,0.4548611111111111,35.944250871080136,-26.697916666666668,-18.76388888888889,3.3541666666666665
Leicestershire,2022,GB-LEC,-4.340277777777778,3.4479166666666665,47.822916666666664,-29.63888888888889,-27.104166666666668,4.899305555555555
Lincolnshire,2022,GB-LIN,5.239583333333333,19.34027777777778,125.49305555555556,-15.28125,-10.20138888888889,3.6215277777777777
Lisburn and Castlereagh,2022,GB-LBC,-11.149305555555555,3.7291666666666665,-10.615384615384615,-23.66829268292683,-26.979166666666668,6.298611111111111
Luton,2022,GB-LUT,-8.427083333333334,-3.0104166666666665,-8.333333333333334,-8.85763888888889,-15.89236111111111,3.2916666666666665
Medway,2022,GB-MDW,-12.82638888888889,2.954861111111111,36.43706293706294,-19.54861111111111,-25.03125,4.586805555555555
Merseyside,2022,GB-KWL,-19.29861111111111,31.010416666666668,8.145669291338583,-48.40277777777778,-12.600694444444445,4.350694444444445
Merseyside,2022,GB-LIV,-10.135416666666666,-8.64236111111111,-12.59375,-24.21875,-26.76388888888889,4.590277777777778
Merseyside,2022,GB-SFT,-9.84375,-0.06944444444444445,8.649305555555555,-32.53472222222222,-27.680555555555557,5.177083333333333
Merseyside,2022,GB-SHN,-11.503472222222221,-8.715277777777779,40.84027777777778,-32.451388888888886,-28.40277777777778,4.392361111111111
Merseyside,2022,GB-WRL,-10.40625,-2.6840277777777777,21.805555555555557,-31.00347222222222,-22.541666666666668,4.739583333333333
Merthyr Tydfil County Borough,2022,GB-MTY,-15.256944444444445,8.020833333333334,,-29.1869918699187,-25.399305555555557,4.990243902439024
Mid Ulster,2022,GB-MUL,-4.475694444444445,9.190972222222221,,-38.43402777777778,-14.677083333333334,3.5201612903225805
Mid and East Antrim,2022,GB-MEA,-3.6597222222222223,12.809027777777779,27.47826086956522,-6.135416666666667,-20.92361111111111,4.784722222222222
Middlesbrough,2022,GB-MDB,-12.288194444444445,13.15625,6.2784810126582276,-18.67361111111111,-11.128472222222221,2.1631944444444446
Midlothian,2022,GB-MLN,-5.628472222222222,16.76388888888889,19.742424242424242,-13.336805555555555,-22.364583333333332,5.8125
Milton Keynes,2022,GB-MIK,-7.708333333333333,-1.3541666666666667,15.743055555555555,-23.3125,-23.836805555555557,5.802083333333333
Monmouthshire,2022,GB-MON,10.510416666666666,0.9791666666666666,30.683333333333334,-33.125,-27.729166666666668,6.795121951219512
Moray,2022,GB-MRY,10.902777777777779,2.388888888888889,32.602094240837694,-28.437246963562753,-24.302083333333332,3.361788617886179
Neath Port Talbot Principle Area,2022,GB-NTL,-1.6319444444444444,31.979166666666668,25.915343915343914,-43.576388888888886,-18.47222222222222,4.15625
Newport,2022,GB-NWP,-11.458333333333334,1.8888888888888888,21.1,-25.52777777777778,-23.552083333333332,4.899305555555555
"Newry, Mourne and Down",2022,GB-NMD,5.104166666666667,27.225694444444443,34.42011834319526,-30.62847222222222,-17.461805555555557,4.159722222222222
Norfolk,2022,GB-NFK,-1.90625,12.28125,87.26736111111111,-18.61111111111111,-15.055555555555555,4.055555555555555
North Ayrshire Council,2022,GB-NAY,3.9409722222222223,19.29513888888889,1.1153846153846154,8.291666666666666,-19.71875,4.333333333333333
North East Lincolnshire,2022,GB-NEL,-3.423611111111111,3.2395833333333335,35.80442804428044,-7.336805555555555,-14.788194444444445,2.3958333333333335
North Lanarkshire,2022,GB-NLK,-5.673611111111111,2.5069444444444446,,-31.07986111111111,-16.177083333333332,5.15625
North Lincolnshire,2022,GB-NLN,-9.006944444444445,11.270833333333334,8.850174216027874,-17.34375,-14.42361111111111,3.1909722222222223
North Somerset,2022,GB-NSM,-5.715277777777778,11.82986111111111,51.951388888888886,7.329861111111111,-19.9375,5.197916666666667
North Yorkshire,2022,GB-NYK,2.9652777777777777,12.694444444444445,83.9375,5.045138888888889,-28.069444444444443,4.180555555555555
Northamptonshire,2022,GB-NTH,-10.6875,1.6527777777777777,-5.982638888888889,-35.46180555555556,-19.90277777777778,4.402777777777778
Northumberland,2022,GB-NBL,2.1180555555555554,18.604166666666668,102.91319444444444,-23.64236111111111,-17.618055555555557,3.9583333333333335
Nottingham,2022,GB-NGM,-25.23263888888889,-1.3159722222222223,64.49305555555556,-39.329861111111114,-24.868055555555557,3.923611111111111
Nottinghamshire,2022,GB-NTT,-7.003472222222222,3.986111111111111,20.93402777777778,-20.11111111111111,-15.916666666666666,4.364583333333333
Orkney,2022,GB-ORK,,,,,-17.507317073170732,
Oxfordshire,2022,GB-OXF,-13.069444444444445,2.3645833333333335,17.538194444444443,-20.54513888888889,-27.30902777777778,6.0
Pembrokeshire,2022,GB-PEM,24.45138888888889,39.20905923344948,148.77689243027888,-18.0,-11.715277777777779,3.2775800711743774
Perth and Kinross,2022,GB-PKN,-2.1215277777777777,0.5659722222222222,62.03819444444444,-18.6875,-24.54861111111111,4.451388888888889
Peterborough,2022,GB-PTE,-19.59027777777778,9.0,-0.4,-28.90277777777778,-21.51736111111111,3.7083333333333335
Plymouth,2022,GB-PLY,-15.434027777777779,1.4965277777777777,35.607638888888886,-13.684027777777779,-15.194444444444445,3.7395833333333335
Portsmouth,2022,GB-POR,-11.614583333333334,-6.013888888888889,27.87878787878788,-1.9618055555555556,-27.913194444444443,4.1875
Powys,2022,GB-POW,16.336805555555557,17.927083333333332,102.25435540069687,-42.59027777777778,-14.09375,4.136
Reading,2022,GB-RDG,-20.71875,9.434027777777779,16.76525821596244,-31.5,-29.34375,7.840277777777778
Redcar and Cleveland,2022,GB-RCC,-8.180555555555555,9.784722222222221,46.53086419753087,-30.93402777777778,-17.166666666666668,3.3472222222222223
Renfrewshire,2022,GB-RFW,-13.399305555555555,23.8125,31.137931034482758,-16.336585365853658,-23.51388888888889,5.659722222222222
Rhondda Cynon Taff,2022,GB-RCT,-7.791666666666667,11.444444444444445,31.525114155251142,-39.16319444444444,-17.04513888888889,4.444444444444445
Rutland,2022,GB-RUT,-9.736842105263158,,-43.0,,-24.931174089068826,5.516129032258065
Scottish Borders,2022,GB-SCB,2.3506944444444446,6.916666666666667,61.78111587982833,-31.37152777777778,-20.36111111111111,4.178571428571429
Shetland Islands,2022,GB-ZET,,,,-30.476190476190474,-19.321951219512194,
Shropshire,2022,GB-TFW,-2.5416666666666665,14.055555555555555,50.06643356643357,-33.145833333333336,-5.701388888888889,4.09375
Slough,2022,GB-SLG,-18.100694444444443,-16.239583333333332,12.529411764705882,-28.944444444444443,-29.270833333333332,5.180555555555555
Somerset,2022,GB-SOM,-1.0902777777777777,13.916666666666666,82.88541666666667,11.73263888888889,-18.59722222222222,3.892361111111111
South Ayrshire Council,2022,GB-SAY,-4.010416666666667,10.506944444444445,33.87341772151899,-12.416666666666666,-18.770833333333332,4.311188811188811
South Gloucestershire,2022,GB-SGC,-9.84375,9.34375,37.75347222222222,-35.75694444444444,-23.038194444444443,6.086805555555555
South Lanarkshire,2022,GB-SLK,-3.3645833333333335,9.82638888888889,62.737451737451735,-15.26736111111111,-16.125,5.465277777777778
South Yorkshire,2022,GB-BNS,-2.8333333333333335,1.6111111111111112,34.97569444444444,-23.80902777777778,-19.50347222222222,3.829861111111111
South Yorkshire,2022,GB-DNC,-4.434027777777778,5.944444444444445,34.642361111111114,-33.68402777777778,-22.399305555555557,3.361111111111111
South Yorkshire,2022,GB-ROT,-0.7951388888888888,7.534722222222222,30.413194444444443,-27.930555555555557,-15.760416666666666,4.020833333333333
South Yorkshire,2022,GB-SHF,-11.70486111111111,5.104166666666667,11.444444444444445,-28.27777777777778,-24.180555555555557,4.6875
Southampton,2022,GB-STH,-17.90972222222222,1.8229166666666667,-0.2569444444444444,-19.850694444444443,-31.506944444444443,4.555555555555555
Southend-on-Sea,2022,GB-SOS,-8.92361111111111,9.51388888888889,34.4251012145749,-38.28819444444444,-26.12847222222222,5.21875
Staffordshire,2022,GB-STS,-2.6666666666666665,4.229166666666667,35.854166666666664,-6.732638888888889,-21.84375,4.208333333333333
Stirling,2022,GB-STG,-4.618055555555555,15.569444444444445,53.82867132867133,-23.75347222222222,-29.086805555555557,7.029268292682927
Stockton-on-Tees,2022,GB-STT,-15.465277777777779,11.944444444444445,16.866906474820144,-30.67361111111111,-19.4375,3.954861111111111
Stoke-on-Trent,2022,GB-STE,-9.225694444444445,8.54861111111111,25.35632183908046,-31.708333333333332,-18.65277777777778,3.232638888888889
Suffolk,2022,GB-SFK,-5.270833333333333,9.052083333333334,43.69444444444444,-21.15625,-22.15625,4.229166666666667
Surrey,2022,GB-SRY,-13.447916666666666,3.3194444444444446,21.13888888888889,-12.524305555555555,-27.68402777777778,6.729166666666667
Swansea,2022,GB-SWA,-8.774305555555555,5.211805555555555,65.61776061776062,-27.12152777777778,-27.50347222222222,4.819444444444445
Swindon,2022,GB-SWD,-15.739583333333334,-1.9513888888888888,17.0,-33.19097222222222,-27.12152777777778,5.173611111111111
Thurrock,2022,GB-THR,-12.916666666666666,-1.5625,-0.992,-20.305555555555557,-27.15277777777778,4.493055555555555
Torbay,2022,GB-TOB,4.826388888888889,25.493055555555557,80.52107279693486,0.14930555555555555,-12.645833333333334,3.3368055555555554
Torfaen Principal Area,2022,GB-TOF,-7.395833333333333,7.923611111111111,,-42.22222222222222,-15.715277777777779,4.973076923076923
Tyne and Wear,2022,GB-GAT,-10.822916666666666,5.274305555555555,37.979166666666664,-40.201388888888886,-19.52777777777778,4.899305555555555
Tyne and Wear,2022,GB-NET,-16.729166666666668,2.0902777777777777,16.336805555555557,-21.385416666666668,-26.18402777777778,4.885416666666667
Tyne and Wear,2022,GB-NTY,-5.097222222222222,12.427083333333334,-40.72569444444444,-31.48611111111111,-21.24652777777778,5.670138888888889
Tyne and Wear,2022,GB-SND,-11.177083333333334,2.670138888888889,-4.100694444444445,-22.618055555555557,-22.694444444444443,4.059027777777778
